,0
533,9
534,10
535,9
536,10
537,9
538,10
539,9
540,10
541,9
542,10
543,9
544,10
545,9
546,10
547,9
548,10
549,9
550,10
551,9
552,10
553,9
554,10
555,9
556,10
557,9
558,10
559,9
560,10
561,9
562,10
563,9
564,11
565,9
566,11
567,10
568,11
569,10
570,11
571,10
572,11
573,10
574,11
575,10
576,11
577,10
578,11
579,10
580,11
581,10
582,11
583,10
584,11
585,10
586,11
587,10
588,11
589,10
590,11
591,10
592,11
593,10
594,11
595,10
596,11
597,10
598,11
599,10
600,11
601,10
602,11
603,10
604,11
605,10
606,11
607,10
608,11
609,10
610,11
611,10
612,11
613,10
614,11
615,10
616,11
617,10
618,11
619,10
620,11
621,10
622,11
623,10
624,11
625,10
626,11
627,10
628,11
629,10
630,11
631,10
632,11
633,10
634,11
635,10
636,12
637,10
638,12
639,10
640,12
641,10
642,12
643,10
644,12
645,10
646,12
647,10
648,12
649,10
650,12
651,10
652,12
653,10
654,12
655,10
656,12
657,10
658,12
659,10
660,12
661,10
662,12
663,10
664,13
665,10
666,13
667,10
668,13
669,10
670,14
671,10
672,14
673,10
674,14
675,11
676,14
677,11
678,14
679,11
680,14
681,11
682,14
683,11
684,14
685,11
686,14
687,11
688,14
689,11
690,14
691,11
692,14
693,11
694,14
695,11
696,14
697,11
698,14
699,11
700,14
701,11
702,14
703,11
704,14
705,11
706,14
707,11
708,14
709,11
710,14
711,11
712,14
713,11
714,14
715,11
716,14
717,11
718,14
719,11
720,14
721,11
722,14
723,11
724,14
725,11
726,15
727,11
728,15
729,11
730,15
731,11
732,15
733,11
734,15
735,11
736,15
737,11
738,15
739,11
740,15
741,11
742,15
743,11
744,15
745,11
746,15
747,11
748,15
749,11
750,15
751,11
752,15
753,11
754,15
755,12
756,16
757,12
758,16
759,12
760,16
761,12
762,16
763,12
764,16
765,12
766,16
767,12
768,16
769,12
770,16
771,12
772,16
773,12
774,16
775,12
776,16
777,12
778,16
779,12
780,16
781,12
782,16
783,12
784,16
785,12
786,16
787,12
788,16
789,12
790,16
791,12
792,16
793,12
794,17
795,12
796,17
797,12
798,17
799,12
800,17
801,12
802,17
803,12
804,17
805,12
806,17
807,12
808,17
809,12
810,18
811,12
812,18
813,12
814,18
815,12
816,18
817,12
818,18
819,12
820,18
821,12
822,18
823,12
824,18
825,12
826,18
827,12
828,18
829,12
830,18
831,12
832,18
833,12
834,18
835,12
836,18
837,12
838,18
839,12
840,18
841,12
842,18
843,12
844,18
845,12
846,18
847,12
848,18
849,12
850,18
851,12
852,18
853,12
854,18
855,12
856,18
857,12
858,18
859,12
860,18
861,12
862,18
863,12
864,18
865,12
866,18
867,12
868,18
869,12
870,18
871,12
872,18
873,12
874,18
875,12
876,18
877,12
878,18
879,12
880,18
881,12
882,18
883,12
884,18
885,12
886,18
887,12
888,18
889,12
890,18
891,12
892,18
893,12
894,19
895,12
896,19
897,12
898,19
899,12
900,20
901,12
902,20
903,12
904,20
905,12
906,20
907,12
908,20
909,12
910,20
911,12
912,20
913,12
914,20
915,12
916,20
917,13
918,20
919,14
920,20
921,14
922,20
923,14
924,20
925,14
926,20
927,14
928,20
929,14
930,20
931,14
932,20
933,14
934,20
935,14
936,20
937,14
938,20
939,14
940,20
941,14
942,20
943,14
944,20
945,14
946,20
947,14
948,20
949,14
950,20
951,14
952,20
953,14
954,20
955,14
956,20
957,14
958,20
959,14
960,20
961,14
962,20
963,14
964,20
965,14
966,20
967,14
968,20
969,14
970,21
971,14
972,22
973,14
974,22
975,14
976,22
977,14
978,22
979,14
980,22
981,14
982,22
983,14
984,22
985,14
986,22
987,14
988,22
989,14
990,22
991,14
992,22
993,14
994,22
995,14
996,22
997,14
998,22
999,14
1000,22
1001,14
1002,22
1003,14
1004,22
1005,14
1006,22
1007,14
1008,22
1009,14
1010,22
1011,14
1012,22
1013,14
1014,22
1015,15
1016,22
1017,15
1018,22
1019,15
1020,22
1021,15
1022,22
1023,15
1024,22
1025,15
1026,22
1027,15
1028,22
1029,15
1030,22
1031,15
1032,22
1033,15
1034,22
1035,15
1036,22
1037,15
1038,22
1039,15
1040,22
1041,15
1042,22
1043,15
1044,22
1045,15
1046,22
1047,15
1048,22
1049,15
1050,22
1051,15
1052,22
1053,15
1054,22
1055,15
1056,22
1057,15
1058,22
1059,15
1060,22
1061,15
1062,22
1063,15
1064,22
1065,15
1066,22
1067,15
1068,22
1069,15
1070,22
1071,15
1072,22
1073,16
1074,22
1075,16
1076,22
1077,16
1078,22
1079,16
1080,22
1081,16
1082,22
1083,16
1084,23
1085,16
1086,23
1087,16
1088,23
1089,16
1090,23
1091,16
1092,23
1093,16
1094,23
1095,16
1096,23
1097,16
1098,24
1099,16
1100,24
1101,16
1102,24
1103,16
1104,24
1105,16
1106,24
1107,16
1108,24
1109,16
1110,24
1111,16
1112,25
1113,16
1114,25
1115,16
1116,25
1117,16
1118,25
1119,16
1120,25
1121,16
1122,25
1123,16
1124,25
1125,16
1126,25
1127,16
1128,25
1129,16
1130,25
1131,16
1132,25
1133,16
1134,26
1135,16
1136,26
1137,16
1138,26
1139,16
1140,26
1141,16
1142,26
1143,16
1144,26
1145,16
1146,26
1147,16
1148,26
1149,16
1150,26
1151,16
1152,26
1153,16
1154,26
1155,16
1156,26
1157,16
1158,26
1159,16
1160,26
1161,17
1162,26
1163,17
1164,26
1165,17
1166,26
1167,17
1168,26
1169,17
1170,26
1171,17
1172,26
1173,17
1174,26
1175,17
1176,26
1177,17
1178,26
1179,17
1180,26
1181,17
1182,26
1183,17
1184,26
1185,17
1186,26
1187,17
1188,26
1189,17
1190,26
1191,17
1192,26
1193,17
1194,26
1195,17
1196,26
1197,17
1198,26
1199,17
1200,26
1201,17
1202,26
1203,17
1204,26
1205,17
1206,26
1207,17
1208,26
1209,17
1210,26
1211,17
1212,26
1213,17
1214,26
1215,17
1216,26
1217,17
1218,26
1219,17
1220,26
1221,17
1222,27
1223,17
1224,27
1225,17
1226,27
1227,17
1228,27
1229,17
1230,27
1231,17
1232,27
1233,17
1234,27
1235,17
1236,27
1237,17
1238,27
1239,17
1240,27
1241,17
1242,27
1243,17
1244,27
1245,17
1246,27
1247,17
1248,27
1249,17
1250,27
1251,17
1252,27
1253,17
1254,27
1255,17
1256,27
1257,17
1258,27
1259,17
1260,27
1261,17
1262,27
1263,17
1264,27
1265,17
1266,27
1267,17
1268,27
1269,17
1270,27
1271,17
1272,27
1273,17
1274,27
1275,17
1276,27
1277,17
1278,27
1279,17
1280,27
1281,17
1282,27
1283,17
1284,27
1285,17
1286,27
1287,17
1288,27
1289,17
1290,27
1291,17
1292,27
1293,17
1294,27
1295,17
1296,27
1297,17
1298,28
1299,17
1300,28
1301,17
1302,28
1303,17
1304,28
1305,17
1306,28
1307,17
1308,28
1309,17
1310,28
1311,17
1312,28
1313,17
1314,28
1315,17
1316,28
1317,17
1318,28
1319,18
1320,28
1321,18
1322,28
1323,18
1324,28
1325,18
1326,28
1327,18
1328,28
1329,18
1330,28
1331,18
1332,28
1333,18
1334,28
1335,19
1336,28
1337,19
1338,28
1339,19
1340,28
1341,19
1342,28
1343,20
1344,29
1345,20
1346,29
1347,20
1348,29
1349,20
1350,30
1351,20
1352,30
1353,20
1354,30
1355,20
1356,30
1357,20
1358,30
1359,20
1360,30
1361,20
1362,30
1363,20
1364,30
1365,20
1366,30
1367,20
1368,30
1369,20
1370,30
1371,20
1372,30
1373,20
1374,30
1375,20
1376,30
1377,21
1378,30
1379,21
1380,30
1381,21
1382,30
1383,21
1384,30
1385,21
1386,30
1387,21
1388,30
1389,21
1390,30
1391,21
1392,30
1393,21
1394,30
1395,21
1396,30
1397,21
1398,30
1399,21
1400,30
1401,21
1402,30
1403,21
1404,30
1405,21
1406,30
1407,21
1408,30
1409,21
1410,30
1411,21
1412,30
1413,21
1414,30
1415,21
1416,30
1417,21
1418,30
1419,21
1420,30
1421,21
1422,30
1423,21
1424,30
1425,21
1426,30
1427,22
1428,30
1429,22
1430,30
1431,23
1432,30
1433,23
1434,30
1435,23
1436,30
1437,23
1438,30
1439,23
1440,30
1441,23
1442,30
1443,23
1444,30
1445,23
1446,30
1447,23
1448,30
1449,23
1450,30
1451,23
1452,30
1453,23
1454,30
1455,23
1456,30
1457,23
1458,30
1459,23
1460,30
1461,23
1462,30
1463,23
1464,30
1465,23
1466,30
1467,23
1468,30
1469,23
1470,30
1471,23
1472,30
1473,23
1474,30
1475,23
1476,30
1477,23
1478,30
1479,23
1480,30
1481,23
1482,30
1483,23
1484,30
1485,23
1486,30
1487,23
1488,30
1489,23
1490,30
1491,23
1492,30
1493,23
1494,30
1495,23
1496,30
1497,23
1498,30
1499,23
1500,30
1501,23
1502,30
1503,23
1504,30
1505,23
1506,30
1507,23
1508,30
1509,23
1510,30
1511,23
1512,30
1513,23
1514,30
1515,23
1516,30
1517,23
1518,30
1519,23
1520,30
1521,23
1522,30
1523,23
1524,30
1525,23
1526,30
1527,23
1528,30
1529,23
1530,30
1531,23
1532,30
1533,24
1534,30
1535,24
1536,30
1537,24
1538,30
1539,24
1540,31
1541,24
1542,32
1543,24
1544,32
1545,24
1546,32
1547,24
1548,33
1549,24
1550,33
1551,24
1552,33
1553,24
1554,33
1555,24
1556,33
1557,24
1558,33
1559,24
1560,33
1561,24
1562,33
1563,24
1564,33
1565,24
1566,33
1567,24
1568,33
1569,24
1570,33
1571,24
1572,33
1573,24
1574,33
1575,24
1576,33
1577,24
1578,33
1579,24
1580,33
1581,24
1582,33
1583,24
1584,33
1585,24
1586,33
1587,24
1588,33
1589,24
1590,33
1591,24
1592,33
1593,24
1594,33
1595,24
1596,33
1597,24
1598,33
1599,24
1600,33
1601,25
1602,33
1603,25
1604,33
1605,25
1606,33
1607,25
1608,33
1609,25
1610,33
1611,25
1612,33
1613,25
1614,33
1615,25
1616,33
1617,25
1618,33
1619,26
1620,34
1621,26
1622,34
1623,26
1624,34
1625,26
1626,34
1627,26
1628,34
1629,26
1630,34
1631,26
1632,34
1633,26
1634,34
1635,26
1636,34
1637,26
1638,34
1639,26
1640,34
1641,26
1642,34
1643,26
1644,34
1645,26
1646,34
1647,26
1648,34
1649,26
1650,34
1651,26
1652,34
1653,26
1654,34
1655,26
1656,34
1657,26
1658,34
1659,26
1660,34
1661,26
1662,34
1663,26
1664,34
1665,26
1666,34
1667,26
1668,34
1669,26
1670,34
1671,26
1672,34
1673,27
1674,35
1675,27
1676,35
1677,27
1678,35
1679,27
1680,35
1681,27
1682,35
1683,27
1684,35
1685,27
1686,35
1687,27
1688,35
1689,27
1690,35
1691,27
1692,35
1693,27
1694,35
1695,27
1696,35
1697,27
1698,35
1699,27
1700,35
1701,27
1702,35
1703,27
1704,35
1705,27
1706,35
1707,27
1708,35
1709,27
1710,35
1711,27
1712,35
1713,27
1714,35
1715,27
1716,35
1717,27
1718,35
1719,27
1720,35
1721,27
1722,35
1723,27
1724,35
1725,27
1726,35
1727,28
1728,36
1729,28
1730,36
1731,28
1732,36
1733,28
1734,36
1735,28
1736,36
1737,28
1738,36
1739,28
1740,36
1741,28
1742,36
1743,28
1744,36
1745,28
1746,36
1747,28
1748,36
1749,28
1750,36
1751,28
1752,36
1753,28
1754,36
1755,28
1756,36
1757,28
1758,36
1759,28
1760,36
1761,28
1762,36
1763,28
1764,36
1765,29
1766,36
1767,29
1768,36
1769,29
1770,36
1771,29
1772,36
1773,29
1774,36
1775,29
1776,36
1777,29
1778,36
1779,29
1780,36
1781,29
1782,36
1783,29
1784,36
1785,29
1786,37
1787,29
1788,37
1789,29
1790,37
1791,29
1792,37
1793,29
1794,37
1795,29
1796,37
1797,29
1798,37
1799,29
1800,37
1801,29
1802,37
1803,29
1804,37
1805,29
1806,37
1807,29
1808,37
1809,29
1810,37
1811,29
1812,37
1813,29
1814,37
1815,29
1816,37
1817,29
1818,37
1819,29
1820,37
1821,29
1822,37
1823,29
1824,37
1825,29
1826,37
1827,29
1828,37
1829,29
1830,37
1831,29
1832,37
1833,30
1834,37
1835,30
1836,38
1837,30
1838,38
1839,30
1840,38
1841,30
1842,38
1843,30
1844,38
1845,30
1846,38
1847,30
1848,38
1849,30
1850,38
1851,30
1852,38
1853,30
1854,38
1855,30
1856,38
1857,30
1858,38
1859,30
1860,38
1861,30
1862,38
1863,30
1864,38
1865,30
1866,38
1867,30
1868,38
1869,30
1870,38
1871,30
1872,38
1873,30
1874,38
1875,30
1876,38
1877,30
1878,38
1879,30
1880,38
1881,30
1882,38
1883,30
1884,38
1885,30
1886,38
1887,30
1888,38
1889,30
1890,38
1891,30
1892,38
1893,30
1894,38
1895,30
1896,38
1897,30
1898,38
1899,30
1900,38
1901,30
1902,38
1903,30
1904,38
1905,30
1906,38
1907,30
1908,38
1909,31
1910,39
1911,31
1912,39
1913,31
1914,39
1915,31
1916,39
1917,32
1918,39
1919,32
1920,39
1921,32
1922,39
1923,32
1924,39
1925,32
1926,39
1927,32
1928,39
1929,32
1930,39
1931,32
1932,39
1933,32
1934,39
1935,32
1936,39
1937,32
1938,39
1939,32
1940,39
1941,32
1942,39
1943,32
1944,40
1945,32
1946,40
1947,32
1948,40
1949,32
1950,40
1951,32
1952,40
1953,32
1954,40
1955,32
1956,40
1957,32
1958,40
1959,32
1960,40
1961,32
1962,40
1963,32
1964,40
1965,32
1966,40
1967,32
1968,40
1969,32
1970,40
1971,33
1972,40
1973,33
1974,40
1975,33
1976,40
1977,33
1978,40
1979,33
1980,40
1981,33
1982,40
1983,33
1984,40
1985,33
1986,40
1987,33
1988,40
1989,33
1990,40
1991,33
1992,40
1993,33
1994,40
1995,33
1996,40
1997,33
1998,40
1999,33
2000,40
2001,33
2002,40
2003,33
2004,40
2005,33
2006,40
2007,33
2008,40
2009,33
2010,40
2011,33
2012,40
2013,33
2014,40
2015,33
2016,40
2017,33
2018,40
2019,34
2020,40
2021,34
2022,40
2023,34
2024,40
2025,35
2026,40
2027,35
2028,40
2029,35
2030,40
2031,35
2032,40
2033,35
2034,40
2035,35
2036,40
2037,35
2038,40
2039,35
2040,40
2041,35
2042,40
2043,35
2044,40
2045,35
2046,40
2047,35
2048,40
2049,35
2050,40
2051,35
2052,40
2053,35
2054,40
2055,35
2056,40
2057,35
2058,40
2059,35
2060,40
2061,35
2062,40
2063,35
2064,40
2065,35
2066,40
2067,35
2068,40
2069,35
2070,40
2071,35
2072,40
2073,35
2074,40
2075,35
2076,40
2077,35
2078,41
2079,36
2080,41
2081,36
2082,41
2083,36
2084,41
2085,36
2086,41
2087,36
2088,41
2089,36
2090,41
2091,36
2092,41
2093,36
2094,41
2095,36
2096,41
2097,36
2098,41
2099,36
2100,41
2101,36
2102,41
2103,36
2104,41
2105,36
2106,42
2107,36
2108,42
2109,36
2110,42
2111,36
2112,42
2113,36
2114,42
2115,36
2116,42
2117,36
2118,42
2119,36
2120,42
2121,36
2122,42
2123,36
2124,42
2125,36
2126,42
2127,36
2128,42
2129,36
2130,42
2131,36
2132,42
2133,36
2134,42
2135,36
2136,42
2137,36
2138,42
2139,36
2140,42
2141,36
2142,42
2143,36
2144,42
2145,36
2146,42
2147,36
2148,42
2149,36
2150,42
2151,36
2152,42
2153,36
2154,42
2155,36
2156,42
2157,36
2158,42
2159,36
2160,42
2161,36
2162,42
2163,36
2164,42
2165,36
2166,42
2167,36
2168,42
2169,37
2170,42
2171,37
2172,42
2173,37
2174,42
2175,37
2176,42
2177,37
2178,42
2179,37
2180,42
2181,37
2182,42
2183,37
2184,42
2185,37
2186,42
2187,37
2188,42
2189,37
2190,42
2191,37
2192,42
2193,37
2194,42
2195,37
2196,42
2197,37
2198,42
2199,37
2200,42
2201,37
2202,42
2203,37
2204,42
2205,38
2206,42
2207,38
2208,42
2209,38
2210,42
2211,38
2212,42
2213,38
2214,42
2215,38
2216,42
2217,38
2218,43
2219,38
2220,43
2221,38
2222,43
2223,38
2224,43
2225,38
2226,43
2227,38
2228,43
2229,38
2230,44
2231,38
2232,44
2233,38
2234,44
2235,38
2236,44
2237,38
2238,44
2239,38
2240,44
2241,39
2242,44
2243,39
2244,44
2245,39
2246,44
2247,39
2248,44
2249,39
2250,44
2251,39
2252,44
2253,39
2254,44
2255,39
2256,44
2257,39
2258,44
2259,39
2260,44
2261,39
2262,44
2263,39
2264,44
2265,39
2266,44
2267,39
2268,44
2269,39
2270,44
2271,39
2272,44
2273,39
2274,44
2275,39
2276,44
2277,39
2278,44
2279,39
2280,44
2281,39
2282,44
2283,39
2284,44
2285,39
2286,44
2287,39
2288,44
2289,39
2290,44
2291,40
2292,44
2293,40
2294,44
2295,41
2296,44
2297,41
2298,44
2299,41
2300,44
2301,41
2302,44
2303,41
2304,44
2305,41
2306,44
2307,41
2308,44
2309,41
2310,44
2311,41
2312,44
2313,41
2314,44
2315,41
2316,44
2317,41
2318,44
2319,41
2320,44
2321,41
2322,44
2323,41
2324,44
2325,41
2326,44
2327,41
2328,44
2329,41
2330,44
2331,41
2332,44
2333,41
2334,44
2335,41
2336,44
2337,41
2338,44
2339,41
2340,44
2341,41
2342,44
2343,41
2344,44
2345,41
2346,44
2347,41
2348,45
2349,42
2350,45
2351,42
2352,45
2353,42
2354,45
2355,42
2356,45
2357,42
2358,45
2359,42
2360,45
2361,42
2362,45
2363,42
2364,45
2365,42
2366,45
2367,42
2368,45
2369,42
2370,45
2371,42
2372,45
2373,42
2374,45
2375,42
2376,46
2377,42
2378,46
2379,42
2380,46
2381,42
2382,46
2383,42
2384,46
2385,42
2386,46
2387,42
2388,46
2389,42
2390,46
2391,42
2392,46
2393,42
2394,46
2395,42
2396,46
2397,42
2398,46
2399,42
2400,46
2401,42
2402,46
2403,42
2404,46
2405,42
2406,46
2407,42
2408,46
2409,42
2410,46
2411,42
2412,46
2413,42
2414,46
2415,42
2416,46
2417,42
2418,46
2419,42
2420,46
2421,42
2422,46
2423,42
2424,46
2425,42
2426,46
2427,42
2428,46
2429,42
2430,46
2431,42
2432,46
2433,42
2434,46
2435,42
2436,46
2437,42
2438,46
2439,42
2440,46
2441,42
2442,46
2443,42
2444,46
2445,42
2446,46
2447,42
2448,46
2449,42
2450,46
2451,42
2452,46
2453,42
2454,46
2455,42
2456,46
2457,42
2458,46
2459,42
2460,46
2461,42
2462,47
2463,42
2464,47
2465,42
2466,47
2467,42
2468,47
2469,42
2470,47
2471,42
2472,47
2473,43
2474,47
2475,43
2476,47
2477,43
2478,47
2479,43
2480,47
2481,43
2482,47
2483,43
2484,47
2485,43
2486,47
2487,43
2488,47
2489,43
2490,47
2491,43
2492,47
2493,43
2494,47
2495,43
2496,47
2497,43
2498,47
2499,43
2500,47
2501,43
2502,47
2503,43
2504,47
2505,43
2506,47
2507,43
2508,47
2509,43
2510,47
2511,43
2512,47
2513,43
2514,47
2515,43
2516,47
2517,43
2518,47
2519,44
2520,47
2521,44
2522,47
2523,44
2524,47
2525,44
2526,47
2527,44
2528,47
2529,44
2530,47
2531,44
2532,47
2533,44
2534,47
2535,44
2536,47
2537,44
2538,47
2539,44
2540,47
2541,44
2542,47
2543,44
2544,47
2545,44
2546,48
2547,44
2548,48
2549,44
2550,48
2551,44
2552,48
2553,45
2554,49
2555,45
2556,49
2557,45
2558,49
2559,45
2560,49
2561,45
2562,49
2563,45
2564,49
2565,45
2566,49
2567,45
2568,49
2569,45
2570,49
2571,45
2572,49
2573,45
2574,49
2575,45
2576,49
2577,45
2578,49
2579,45
2580,49
2581,45
2582,49
2583,45
2584,49
2585,45
2586,49
2587,45
2588,49
2589,45
2590,49
2591,46
2592,50
2593,46
2594,50
2595,46
2596,50
2597,46
2598,50
2599,46
2600,50
2601,46
2602,50
2603,46
2604,50
2605,46
2606,50
2607,46
2608,50
2609,46
2610,50
2611,46
2612,50
2613,46
2614,50
2615,46
2616,50
2617,46
2618,50
2619,46
2620,50
2621,46
2622,50
2623,46
2624,50
2625,46
2626,50
2627,46
2628,50
2629,46
2630,50
2631,46
2632,50
2633,46
2634,50
2635,46
2636,50
2637,46
2638,50
2639,46
2640,50
2641,46
2642,50
2643,46
2644,50
2645,46
2646,50
2647,46
2648,50
2649,46
2650,50
2651,46
2652,50
2653,46
2654,50
2655,46
2656,50
2657,46
2658,50
2659,46
2660,50
2661,46
2662,50
2663,46
2664,50
2665,46
2666,50
2667,46
2668,50
2669,46
2670,50
2671,46
2672,50
2673,46
2674,50
2675,47
2676,50
2677,47
2678,50
2679,47
2680,50
2681,47
2682,50
2683,47
2684,50
2685,48
2686,50
2687,48
2688,50
2689,49
2690,50
2691,49
2692,50
2693,49
2694,50
2695,49
2696,50
2697,49
2698,50
2699,49
2700,50
2701,49
2702,50
2703,49
2704,50
2705,49
2706,50
2707,49
2708,50
2709,49
2710,50
2711,49
2712,50
2713,49
2714,50
2715,50
2716,50
2717,50
2718,50
2719,50
2720,50
2721,50
2722,50
2723,50
2724,50
2725,50
2726,50
2727,51
2728,50
2729,51
2730,50
2731,51
2732,50
2733,51
2734,50
2735,51
2736,50
2737,51
2738,50
2739,51
2740,50
2741,51
2742,50
2743,51
2744,50
2745,51
2746,50
2747,51
2748,50
2749,51
2750,50
2751,51
2752,50
2753,51
2754,50
2755,51
2756,50
2757,51
2758,50
2759,51
2760,51
2761,51
2762,51
2763,51
2764,51
2765,51
2766,51
2767,51
2768,51
2769,51
2770,51
2771,51
2772,51
2773,51
2774,51
2775,51
2776,51
2777,51
2778,51
2779,51
2780,51
2781,52
2782,51
2783,52
2784,51
2785,52
2786,51
2787,52
2788,51
2789,52
2790,51
2791,52
2792,51
2793,52
2794,51
2795,52
2796,51
2797,52
2798,51
2799,52
2800,51
2801,52
2802,51
2803,52
2804,51
2805,52
2806,51
2807,52
2808,52
2809,52
2810,52
2811,52
2812,52
2813,52
2814,52
2815,52
2816,52
2817,52
2818,52
2819,52
2820,52
2821,52
2822,52
2823,52
2824,52
2825,52
2826,52
2827,52
2828,52
2829,52
2830,52
2831,52
2832,52
2833,52
2834,52
2835,53
2836,52
2837,53
2838,52
2839,53
2840,52
2841,53
2842,52
2843,53
2844,52
2845,53
2846,52
2847,53
2848,52
2849,53
2850,52
2851,53
2852,52
2853,53
2854,52
2855,53
2856,52
2857,53
2858,52
2859,53
2860,52
2861,53
2862,53
2863,53
2864,53
2865,53
2866,53
2867,53
2868,53
2869,53
2870,53
2871,53
2872,53
2873,53
2874,53
2875,53
2876,53
2877,53
2878,53
2879,53
2880,53
2881,53
2882,53
2883,53
2884,53
2885,53
2886,53
2887,53
2888,53
2889,54
2890,53
2891,54
2892,53
2893,54
2894,53
2895,54
2896,53
2897,54
2898,53
2899,54
2900,53
2901,54
2902,53
2903,54
2904,53
2905,54
2906,53
2907,54
2908,53
2909,54
2910,53
2911,54
2912,53
2913,54
2914,53
2915,54
2916,54
2917,54
2918,54
2919,54
2920,54
2921,54
2922,54
2923,54
2924,54
2925,54
2926,54
2927,54
2928,54
2929,54
2930,54
2931,54
2932,54
2933,54
2934,54
2935,54
2936,54
2937,54
2938,54
2939,54
2940,54
2941,54
2942,54
2943,55
2944,54
2945,55
2946,54
2947,55
2948,54
2949,55
2950,54
2951,55
2952,54
2953,55
2954,54
2955,55
2956,54
2957,55
2958,54
2959,55
2960,54
2961,55
2962,54
2963,55
2964,54
2965,55
2966,54
2967,55
2968,54
2969,55
2970,54
2971,55
2972,54
2973,55
2974,54
2975,55
2976,54
2977,55
2978,54
2979,55
2980,54
2981,55
2982,54
2983,55
2984,54
2985,56
2986,54
2987,56
2988,54
2989,56
2990,54
2991,56
2992,54
2993,56
2994,54
2995,56
2996,54
2997,56
