,0
533,11
534,8
535,11
536,8
537,11
538,8
539,11
540,8
541,11
542,8
543,11
544,8
545,11
546,8
547,11
548,8
549,11
550,8
551,11
552,8
553,11
554,8
555,12
556,8
557,12
558,8
559,12
560,8
561,12
562,8
563,12
564,8
565,12
566,8
567,12
568,8
569,12
570,9
571,12
572,9
573,12
574,9
575,12
576,9
577,12
578,9
579,12
580,9
581,12
582,9
583,12
584,9
585,12
586,9
587,12
588,9
589,12
590,9
591,12
592,9
593,12
594,10
595,12
596,10
597,12
598,10
599,12
600,10
601,12
602,10
603,12
604,10
605,12
606,10
607,12
608,10
609,12
610,10
611,12
612,10
613,12
614,10
615,12
616,10
617,12
618,10
619,12
620,10
621,13
622,10
623,13
624,10
625,13
626,10
627,13
628,10
629,13
630,10
631,13
632,10
633,13
634,10
635,13
636,10
637,13
638,10
639,13
640,10
641,13
642,10
643,13
644,10
645,13
646,10
647,13
648,10
649,13
650,10
651,13
652,10
653,13
654,10
655,13
656,11
657,13
658,11
659,13
660,11
661,13
662,11
663,13
664,11
665,13
666,11
667,13
668,11
669,13
670,11
671,13
672,11
673,13
674,11
675,13
676,11
677,13
678,11
679,13
680,11
681,13
682,11
683,13
684,11
685,13
686,11
687,13
688,11
689,13
690,11
691,13
692,11
693,14
694,11
695,14
696,11
697,14
698,11
699,14
700,11
701,14
702,12
703,14
704,12
705,14
706,12
707,14
708,12
709,14
710,12
711,14
712,12
713,14
714,12
715,14
716,12
717,14
718,12
719,14
720,12
721,14
722,12
723,14
724,12
725,14
726,12
727,14
728,12
729,15
730,12
731,15
732,12
733,15
734,12
735,15
736,12
737,15
738,12
739,15
740,12
741,15
742,12
743,15
744,12
745,15
746,12
747,15
748,12
749,15
750,12
751,15
752,12
753,15
754,12
755,15
756,12
757,15
758,12
759,15
760,12
761,15
762,12
763,15
764,12
765,15
766,12
767,15
768,12
769,15
770,12
771,15
772,12
773,15
774,12
775,16
776,12
777,16
778,12
779,16
780,12
781,16
782,12
783,16
784,12
785,16
786,12
787,16
788,12
789,16
790,12
791,16
792,12
793,16
794,12
795,16
796,12
797,16
798,12
799,16
800,13
801,16
802,13
803,16
804,13
805,16
806,13
807,16
808,13
809,16
810,14
811,16
812,14
813,16
814,14
815,16
816,14
817,16
818,14
819,16
820,14
821,16
822,14
823,16
824,14
825,16
826,14
827,16
828,14
829,16
830,14
831,16
832,14
833,16
834,14
835,16
836,14
837,16
838,14
839,16
840,14
841,16
842,14
843,16
844,14
845,16
846,14
847,16
848,14
849,16
850,14
851,16
852,14
853,16
854,14
855,16
856,14
857,16
858,14
859,16
860,14
861,16
862,14
863,16
864,14
865,16
866,14
867,16
868,14
869,17
870,14
871,17
872,14
873,17
874,14
875,17
876,14
877,17
878,14
879,17
880,14
881,17
882,14
883,17
884,14
885,17
886,14
887,17
888,14
889,17
890,15
891,17
892,15
893,17
894,15
895,17
896,15
897,17
898,15
899,17
900,15
901,17
902,15
903,17
904,15
905,17
906,15
907,17
908,15
909,17
910,15
911,18
912,15
913,18
914,15
915,18
916,15
917,18
918,15
919,18
920,15
921,18
922,15
923,18
924,15
925,18
926,15
927,18
928,15
929,19
930,15
931,19
932,15
933,19
934,15
935,19
936,15
937,19
938,15
939,19
940,15
941,19
942,15
943,19
944,15
945,19
946,15
947,19
948,15
949,19
950,15
951,19
952,15
953,19
954,15
955,19
956,15
957,19
958,15
959,19
960,16
961,19
962,16
963,19
964,16
965,19
966,16
967,19
968,16
969,19
970,16
971,19
972,17
973,19
974,17
975,19
976,17
977,19
978,17
979,19
980,17
981,19
982,17
983,19
984,17
985,19
986,17
987,19
988,17
989,19
990,17
991,19
992,17
993,19
994,17
995,19
996,17
997,19
998,17
999,19
1000,17
1001,19
1002,17
1003,19
1004,17
1005,19
1006,17
1007,19
1008,17
1009,19
1010,17
1011,19
1012,17
1013,19
1014,18
1015,19
1016,18
1017,19
1018,18
1019,19
1020,18
1021,19
1022,18
1023,19
1024,18
1025,19
1026,18
1027,19
1028,18
1029,19
1030,18
1031,19
1032,18
1033,19
1034,18
1035,19
1036,18
1037,19
1038,18
1039,19
1040,18
1041,19
1042,18
1043,19
1044,19
1045,19
1046,19
1047,19
1048,19
1049,19
1050,19
1051,19
1052,19
1053,19
1054,19
1055,19
1056,19
1057,19
1058,19
1059,19
1060,19
1061,19
1062,19
1063,19
1064,19
1065,19
1066,19
1067,19
1068,19
1069,19
1070,19
1071,20
1072,19
1073,20
1074,19
1075,20
1076,19
1077,20
1078,19
1079,20
1080,20
1081,20
1082,20
1083,20
1084,20
1085,20
1086,20
1087,20
1088,20
1089,20
1090,20
1091,20
1092,20
1093,20
1094,20
1095,20
1096,20
1097,20
1098,20
1099,20
1100,20
1101,20
1102,20
1103,20
1104,20
1105,20
1106,20
1107,20
1108,20
1109,20
1110,20
1111,20
1112,20
1113,20
1114,20
1115,20
1116,20
1117,20
1118,20
1119,20
1120,20
1121,20
1122,21
1123,20
1124,21
1125,20
1126,21
1127,20
1128,21
1129,20
1130,21
1131,20
1132,21
1133,20
1134,22
1135,20
1136,22
1137,20
1138,22
1139,20
1140,22
1141,20
1142,22
1143,20
1144,22
1145,20
1146,22
1147,20
1148,22
1149,20
1150,22
1151,20
1152,22
1153,20
1154,22
1155,20
1156,22
1157,20
1158,22
1159,20
1160,22
1161,21
1162,22
1163,21
1164,22
1165,21
1166,22
1167,21
1168,22
1169,21
1170,22
1171,21
1172,22
1173,21
1174,22
1175,21
1176,22
1177,21
1178,22
1179,21
1180,22
1181,21
1182,22
1183,21
1184,22
1185,21
1186,22
1187,21
1188,22
1189,21
1190,22
1191,21
1192,22
1193,21
1194,22
1195,21
1196,22
1197,21
1198,22
1199,21
1200,22
1201,21
1202,22
1203,21
1204,22
1205,21
1206,22
1207,22
1208,22
1209,22
1210,22
1211,22
1212,22
1213,22
1214,22
1215,22
1216,22
1217,22
1218,22
1219,22
1220,22
1221,22
1222,22
1223,22
1224,22
1225,22
1226,22
1227,22
1228,22
1229,22
1230,22
1231,22
1232,22
1233,22
1234,22
1235,22
1236,22
1237,22
1238,22
1239,22
1240,23
1241,22
1242,23
1243,22
1244,23
1245,22
1246,23
1247,22
1248,23
1249,22
1250,23
1251,22
1252,23
1253,22
1254,23
1255,22
1256,23
1257,22
1258,23
1259,22
1260,23
1261,22
1262,23
1263,22
1264,23
1265,22
1266,23
1267,22
1268,23
1269,22
1270,24
1271,22
1272,24
1273,22
1274,24
1275,22
1276,24
1277,22
1278,24
1279,22
1280,24
1281,22
1282,24
1283,22
1284,24
1285,22
1286,24
1287,22
1288,24
1289,22
1290,24
1291,22
1292,24
1293,22
1294,24
1295,22
1296,24
1297,22
1298,24
1299,22
1300,24
1301,22
1302,24
1303,22
1304,24
1305,22
1306,24
1307,22
1308,24
1309,22
1310,24
1311,22
1312,24
1313,22
1314,24
1315,22
1316,24
1317,22
1318,24
1319,22
1320,24
1321,23
1322,24
1323,23
1324,24
1325,23
1326,24
1327,23
1328,24
1329,23
1330,24
1331,23
1332,24
1333,23
1334,24
1335,23
1336,24
1337,23
1338,25
1339,23
1340,25
1341,23
1342,25
1343,23
1344,26
1345,23
1346,26
1347,23
1348,26
1349,23
1350,26
1351,23
1352,26
1353,23
1354,26
1355,23
1356,26
1357,23
1358,26
1359,23
1360,26
1361,23
1362,26
1363,23
1364,26
1365,23
1366,26
1367,24
1368,26
1369,24
1370,26
1371,24
1372,26
1373,24
1374,26
1375,24
1376,26
1377,25
1378,26
1379,25
1380,26
1381,25
1382,26
1383,25
1384,26
1385,25
1386,26
1387,25
1388,26
1389,25
1390,26
1391,25
1392,26
1393,25
1394,26
1395,25
1396,26
1397,25
1398,26
1399,25
1400,26
1401,25
1402,26
1403,25
1404,26
1405,25
1406,26
1407,25
1408,26
1409,25
1410,26
1411,25
1412,26
1413,25
1414,26
1415,25
1416,26
1417,25
1418,26
1419,25
1420,26
1421,25
1422,26
1423,25
1424,26
1425,25
1426,26
1427,25
1428,26
1429,25
1430,26
1431,25
1432,26
1433,25
1434,26
1435,25
1436,26
1437,25
1438,26
1439,25
1440,26
1441,25
1442,26
1443,25
1444,26
1445,26
1446,26
1447,26
1448,26
1449,26
1450,26
1451,26
1452,26
1453,26
1454,26
1455,26
1456,26
1457,26
1458,26
1459,27
1460,26
1461,27
1462,26
1463,27
1464,26
1465,27
1466,26
1467,27
1468,26
1469,27
1470,26
1471,27
1472,26
1473,27
1474,26
1475,27
1476,26
1477,27
1478,26
1479,27
1480,26
1481,27
1482,26
1483,28
1484,26
1485,28
1486,26
1487,28
1488,26
1489,28
1490,26
1491,28
1492,26
1493,28
1494,26
1495,28
1496,26
1497,28
1498,26
1499,28
1500,26
1501,28
1502,26
1503,29
1504,26
1505,29
1506,26
1507,29
1508,26
1509,29
1510,26
1511,29
1512,27
1513,29
1514,27
1515,29
1516,27
1517,29
1518,27
1519,29
1520,27
1521,29
1522,27
1523,29
1524,27
1525,29
1526,27
1527,29
1528,27
1529,29
1530,27
1531,29
1532,27
1533,29
1534,27
1535,29
1536,27
1537,29
1538,27
1539,29
1540,27
1541,29
1542,27
1543,29
1544,27
1545,29
1546,27
1547,29
1548,27
1549,29
1550,27
1551,29
1552,27
1553,29
1554,27
1555,29
1556,27
1557,29
1558,27
1559,30
1560,27
1561,30
1562,27
1563,30
1564,27
1565,30
1566,27
1567,30
1568,27
1569,30
1570,27
1571,30
1572,27
1573,30
1574,27
1575,31
1576,27
1577,31
1578,27
1579,31
1580,27
1581,31
1582,27
1583,31
1584,27
1585,31
1586,27
1587,31
1588,27
1589,31
1590,27
1591,31
1592,27
1593,32
1594,27
1595,32
1596,27
1597,32
1598,27
1599,32
1600,27
1601,32
1602,27
1603,32
1604,27
1605,32
1606,27
1607,32
1608,27
1609,32
1610,27
1611,32
1612,27
1613,32
1614,27
1615,32
1616,27
1617,32
1618,27
1619,32
1620,28
1621,32
1622,28
1623,32
1624,28
1625,32
1626,28
1627,32
1628,28
1629,32
1630,28
1631,32
1632,28
1633,32
1634,28
1635,32
1636,28
1637,32
1638,28
1639,32
1640,28
1641,32
1642,28
1643,32
1644,28
1645,32
1646,28
1647,32
1648,28
1649,32
1650,28
1651,32
1652,28
1653,32
1654,28
1655,32
1656,28
1657,32
1658,28
1659,32
1660,28
1661,32
1662,28
1663,32
1664,28
1665,33
1666,28
1667,33
1668,28
1669,33
1670,28
1671,33
1672,28
1673,33
1674,29
1675,33
1676,29
1677,33
1678,29
1679,33
1680,29
1681,33
1682,29
1683,33
1684,29
1685,33
1686,29
1687,33
1688,29
1689,33
1690,29
1691,33
1692,29
1693,33
1694,29
1695,33
1696,29
1697,33
1698,29
1699,33
1700,29
1701,33
1702,29
1703,33
1704,29
1705,33
1706,29
1707,33
1708,29
1709,33
1710,29
1711,33
1712,29
1713,33
1714,29
1715,33
1716,29
1717,33
1718,29
1719,34
1720,29
1721,34
1722,29
1723,34
1724,29
1725,34
1726,29
1727,34
1728,30
1729,34
1730,30
1731,34
1732,30
1733,34
1734,30
1735,34
1736,30
1737,34
1738,30
1739,34
1740,30
1741,34
1742,30
1743,34
1744,30
1745,34
1746,30
1747,34
1748,30
1749,34
1750,30
1751,34
1752,30
1753,34
1754,30
1755,34
1756,30
1757,34
1758,30
1759,35
1760,30
1761,35
1762,30
1763,35
1764,30
1765,35
1766,30
1767,35
1768,30
1769,35
1770,30
1771,35
1772,30
1773,35
1774,30
1775,35
1776,30
1777,35
1778,30
1779,35
1780,30
1781,35
1782,31
1783,35
1784,31
1785,35
1786,31
1787,35
1788,31
1789,35
1790,31
1791,35
1792,31
1793,35
1794,31
1795,35
1796,31
1797,35
1798,31
1799,35
1800,31
1801,35
1802,31
1803,35
1804,31
1805,35
1806,31
1807,35
1808,31
1809,36
1810,31
1811,36
1812,31
1813,36
1814,31
1815,36
1816,31
1817,36
1818,31
1819,36
1820,31
1821,36
1822,31
1823,36
1824,31
1825,36
1826,31
1827,36
1828,31
1829,36
1830,31
1831,36
1832,31
1833,36
1834,31
1835,36
1836,31
1837,36
1838,31
1839,36
1840,31
1841,36
1842,31
1843,36
1844,31
1845,36
1846,31
1847,36
1848,31
1849,36
1850,31
1851,36
1852,31
1853,36
1854,31
1855,36
1856,31
1857,36
1858,31
1859,36
1860,31
1861,36
1862,31
1863,36
1864,32
1865,36
1866,32
1867,36
1868,32
1869,36
1870,32
1871,36
1872,32
1873,36
1874,32
1875,36
1876,32
1877,36
1878,32
1879,36
1880,32
1881,36
1882,32
1883,36
1884,32
1885,36
1886,32
1887,36
1888,32
1889,36
1890,32
1891,36
1892,32
1893,36
1894,32
1895,36
1896,32
1897,36
1898,32
1899,36
1900,32
1901,36
1902,32
1903,36
1904,32
1905,36
1906,32
1907,36
1908,32
1909,36
1910,33
1911,36
1912,33
1913,36
1914,33
1915,36
1916,33
1917,36
1918,33
1919,37
1920,33
1921,37
1922,33
1923,37
1924,33
1925,37
1926,33
1927,37
1928,33
1929,37
1930,33
1931,37
1932,33
1933,37
1934,33
1935,37
1936,33
1937,37
1938,33
1939,37
1940,33
1941,37
1942,33
1943,37
1944,33
1945,37
1946,33
1947,37
1948,33
1949,37
1950,33
1951,37
1952,33
1953,37
1954,34
1955,37
1956,34
1957,37
1958,34
1959,37
1960,34
1961,37
1962,34
1963,37
1964,34
1965,38
1966,34
1967,38
1968,34
1969,38
1970,34
1971,38
1972,34
1973,38
1974,34
1975,38
1976,34
1977,38
1978,34
1979,38
1980,34
1981,38
1982,34
1983,38
1984,34
1985,38
1986,34
1987,39
1988,34
1989,39
1990,34
1991,39
1992,34
1993,39
1994,34
1995,39
1996,34
1997,39
1998,34
1999,39
2000,34
2001,39
2002,34
2003,39
2004,34
2005,39
2006,34
2007,39
2008,34
2009,39
2010,34
2011,39
2012,35
2013,39
2014,35
2015,39
2016,35
2017,39
2018,35
2019,39
2020,35
2021,39
2022,35
2023,39
2024,35
2025,40
2026,35
2027,40
2028,35
2029,40
2030,35
2031,40
2032,35
2033,40
2034,35
2035,40
2036,35
2037,40
2038,35
2039,40
2040,35
2041,40
2042,35
2043,40
2044,35
2045,40
2046,35
2047,40
2048,35
2049,40
2050,35
2051,40
2052,35
2053,40
2054,35
2055,40
2056,35
2057,40
2058,35
2059,40
2060,35
2061,40
2062,35
2063,40
2064,35
2065,40
2066,35
2067,40
2068,35
2069,40
2070,35
2071,40
2072,35
2073,41
2074,35
2075,41
2076,35
2077,41
2078,35
2079,42
2080,35
2081,42
2082,35
2083,42
2084,35
2085,42
2086,35
2087,42
2088,35
2089,42
2090,35
2091,42
2092,35
2093,42
2094,35
2095,42
2096,35
2097,42
2098,35
2099,42
2100,35
2101,42
2102,35
2103,42
2104,35
2105,42
2106,36
2107,42
2108,36
2109,42
2110,36
2111,42
2112,36
2113,42
2114,36
2115,42
2116,36
2117,42
2118,36
2119,42
2120,36
2121,42
2122,36
2123,42
2124,36
2125,42
2126,36
2127,42
2128,36
2129,42
2130,36
2131,42
2132,36
2133,42
2134,36
2135,42
2136,36
2137,42
2138,36
2139,42
2140,36
2141,42
2142,36
2143,42
2144,36
2145,42
2146,36
2147,42
2148,36
2149,42
2150,36
2151,42
2152,36
2153,42
2154,36
2155,42
2156,36
2157,42
2158,36
2159,42
2160,36
2161,42
2162,36
2163,43
2164,36
2165,43
2166,36
2167,43
2168,36
2169,43
2170,36
2171,43
2172,36
2173,43
2174,36
2175,43
2176,36
2177,43
2178,36
2179,43
2180,36
2181,43
2182,36
2183,43
2184,36
2185,43
2186,36
2187,43
2188,36
2189,43
2190,36
2191,43
2192,36
2193,43
2194,36
2195,43
2196,37
2197,43
2198,37
2199,43
2200,37
2201,43
2202,37
2203,43
2204,37
2205,43
2206,37
2207,44
2208,37
2209,44
2210,37
2211,44
2212,37
2213,44
2214,38
2215,44
2216,38
2217,44
2218,38
2219,44
2220,38
2221,44
2222,38
2223,44
2224,38
2225,44
2226,38
2227,44
2228,38
2229,44
2230,38
2231,44
2232,38
2233,44
2234,38
2235,44
2236,38
2237,44
2238,38
2239,44
2240,38
2241,44
2242,38
2243,44
2244,38
2245,44
2246,38
2247,44
2248,38
2249,44
2250,38
2251,44
2252,38
2253,44
2254,38
2255,44
2256,39
2257,44
2258,39
2259,44
2260,39
2261,44
2262,39
2263,44
2264,39
2265,44
2266,39
2267,44
2268,39
2269,44
2270,39
2271,44
2272,39
2273,44
2274,39
2275,44
2276,39
2277,45
2278,39
2279,45
2280,39
2281,45
2282,39
2283,45
2284,39
2285,45
2286,39
2287,45
2288,39
2289,45
2290,39
2291,45
2292,39
2293,45
2294,39
2295,46
2296,39
2297,46
2298,39
2299,46
2300,39
2301,46
2302,39
2303,46
2304,39
2305,46
2306,39
2307,46
2308,39
2309,46
2310,39
2311,46
2312,39
2313,46
2314,39
2315,46
2316,39
2317,46
2318,39
2319,46
2320,39
2321,46
2322,39
2323,46
2324,39
2325,46
2326,39
2327,46
2328,39
2329,46
2330,39
2331,46
2332,39
2333,46
2334,39
2335,46
2336,39
2337,46
2338,39
2339,46
2340,39
2341,47
2342,39
2343,47
2344,39
2345,47
2346,39
2347,47
2348,39
2349,48
2350,39
2351,48
2352,39
2353,48
2354,39
2355,48
2356,39
2357,48
2358,39
2359,48
2360,39
2361,48
2362,39
2363,48
2364,39
2365,48
2366,39
2367,48
2368,39
2369,48
2370,39
2371,48
2372,39
2373,48
2374,39
2375,48
2376,40
2377,48
2378,40
2379,48
2380,40
2381,48
2382,40
2383,48
2384,40
2385,48
2386,40
2387,48
2388,40
2389,48
2390,40
2391,48
2392,40
2393,48
2394,40
2395,48
2396,40
2397,48
2398,40
2399,48
2400,40
2401,48
2402,40
2403,48
2404,40
2405,48
2406,40
2407,48
2408,40
2409,48
2410,40
2411,48
2412,40
2413,48
2414,40
2415,48
2416,40
2417,48
2418,40
2419,48
2420,40
2421,48
2422,40
2423,48
2424,40
2425,48
2426,40
2427,48
2428,40
2429,48
2430,40
2431,49
2432,40
2433,49
2434,40
2435,49
2436,40
2437,49
2438,40
2439,49
2440,40
2441,49
2442,40
2443,49
2444,40
2445,49
2446,40
2447,49
2448,40
2449,49
2450,40
2451,49
2452,40
2453,49
2454,40
2455,49
2456,40
2457,49
2458,40
2459,49
2460,40
2461,49
2462,40
2463,49
2464,40
2465,49
2466,40
2467,50
2468,40
2469,50
2470,40
2471,50
2472,40
2473,50
2474,40
2475,50
2476,40
2477,50
2478,40
2479,50
2480,40
2481,50
2482,40
2483,50
2484,41
2485,50
2486,41
2487,50
2488,41
2489,50
2490,41
2491,50
2492,41
2493,50
2494,41
2495,50
2496,42
2497,50
2498,42
2499,50
2500,42
2501,50
2502,42
2503,50
2504,42
2505,50
2506,42
2507,50
2508,42
2509,50
2510,42
2511,51
2512,42
2513,51
2514,42
2515,51
2516,42
2517,51
2518,42
2519,51
2520,42
2521,51
2522,42
2523,51
2524,42
2525,51
2526,42
2527,51
2528,42
2529,51
2530,42
2531,51
2532,42
2533,51
2534,42
2535,51
2536,42
2537,51
2538,42
2539,51
2540,42
2541,51
2542,42
2543,51
2544,42
2545,51
2546,42
2547,51
2548,42
2549,51
2550,42
2551,51
2552,42
2553,51
2554,42
2555,51
2556,42
2557,51
2558,42
2559,51
2560,43
2561,51
2562,43
2563,51
2564,43
2565,51
2566,43
2567,51
2568,43
2569,51
2570,43
2571,51
2572,43
2573,51
2574,43
2575,51
2576,43
2577,51
2578,43
2579,51
2580,43
2581,51
2582,43
2583,51
2584,43
2585,51
2586,43
2587,51
2588,43
2589,51
2590,43
2591,52
2592,43
2593,52
2594,43
2595,52
2596,43
2597,52
2598,43
2599,52
2600,43
2601,52
2602,43
2603,52
2604,43
2605,52
2606,43
2607,52
2608,43
2609,52
2610,43
2611,53
2612,43
2613,53
2614,43
2615,53
2616,43
2617,53
2618,43
2619,54
2620,43
2621,54
2622,43
2623,54
2624,43
2625,54
2626,43
2627,54
2628,43
2629,54
2630,43
2631,54
2632,43
2633,54
2634,43
2635,54
2636,43
2637,54
2638,43
2639,54
2640,43
2641,54
2642,43
2643,54
2644,43
2645,54
2646,43
2647,54
2648,43
2649,54
2650,43
2651,54
2652,43
2653,54
2654,43
2655,54
2656,43
2657,54
2658,43
2659,54
2660,43
2661,54
2662,43
2663,54
2664,44
2665,54
2666,44
2667,54
2668,44
2669,54
2670,44
2671,54
2672,44
2673,54
2674,44
2675,54
2676,44
2677,54
2678,44
2679,54
2680,44
2681,54
2682,44
2683,54
2684,44
2685,54
2686,44
2687,54
2688,44
2689,54
2690,44
2691,54
2692,44
2693,54
2694,44
2695,54
2696,44
2697,54
2698,44
2699,54
2700,44
2701,54
2702,44
2703,55
2704,44
2705,55
2706,44
2707,55
2708,44
2709,56
2710,44
2711,56
2712,44
2713,56
2714,44
2715,56
2716,44
2717,56
2718,44
2719,56
2720,44
2721,56
2722,44
2723,56
2724,44
2725,56
2726,44
2727,57
2728,44
2729,57
2730,44
2731,57
2732,44
2733,57
2734,44
2735,57
2736,44
2737,57
2738,44
2739,57
2740,44
2741,57
2742,44
2743,57
2744,44
2745,57
2746,44
2747,57
2748,44
2749,57
2750,44
2751,57
2752,44
2753,57
2754,44
2755,57
2756,44
2757,57
2758,44
2759,57
2760,44
2761,57
2762,44
2763,58
2764,44
2765,58
2766,44
2767,58
2768,44
2769,58
2770,44
2771,58
2772,44
2773,58
2774,44
2775,58
2776,44
2777,58
2778,44
2779,58
2780,44
2781,59
2782,44
2783,59
2784,44
2785,59
2786,44
2787,59
2788,44
2789,59
2790,44
2791,59
2792,44
2793,59
2794,44
2795,59
2796,44
2797,59
2798,44
2799,59
2800,44
2801,59
2802,44
2803,59
2804,44
2805,59
2806,44
2807,59
2808,45
2809,59
2810,45
2811,59
2812,45
2813,59
2814,45
2815,59
2816,45
2817,59
2818,45
2819,59
2820,45
2821,59
2822,45
2823,59
2824,45
2825,59
2826,45
2827,59
2828,45
2829,59
2830,45
2831,59
2832,45
2833,59
2834,45
2835,60
2836,45
2837,60
2838,45
2839,60
2840,45
2841,60
2842,45
2843,60
2844,45
2845,60
2846,45
2847,60
2848,45
2849,60
2850,45
2851,60
2852,45
2853,60
2854,45
2855,60
2856,45
2857,60
2858,45
2859,60
2860,45
2861,60
2862,46
2863,60
2864,46
2865,60
2866,46
2867,60
2868,46
2869,60
2870,46
2871,60
2872,46
2873,60
2874,46
2875,60
2876,46
2877,60
2878,46
2879,60
2880,46
2881,60
2882,46
2883,60
2884,46
2885,60
2886,46
2887,60
2888,46
2889,61
2890,46
2891,61
2892,46
2893,61
2894,46
2895,61
2896,46
2897,61
2898,46
2899,61
2900,46
2901,61
2902,46
2903,61
2904,46
2905,61
2906,46
2907,61
2908,46
2909,61
2910,46
2911,61
2912,46
2913,61
2914,46
2915,61
2916,47
2917,61
2918,47
2919,61
2920,47
2921,61
2922,47
2923,61
2924,47
2925,61
2926,47
2927,61
2928,47
2929,61
2930,47
2931,61
2932,47
2933,61
2934,47
2935,61
2936,47
2937,61
2938,47
2939,61
2940,47
2941,61
2942,47
2943,62
2944,47
2945,62
2946,47
2947,62
2948,47
2949,62
2950,47
2951,62
2952,47
2953,62
2954,47
2955,62
2956,47
2957,62
2958,47
2959,62
2960,47
2961,62
2962,47
2963,62
2964,47
2965,62
2966,47
2967,62
2968,47
2969,62
2970,47
2971,62
2972,47
2973,62
2974,47
2975,62
2976,47
2977,62
2978,47
2979,62
2980,47
2981,62
2982,47
2983,62
2984,47
2985,62
2986,47
2987,62
2988,47
2989,63
2990,47
2991,63
2992,47
2993,63
2994,47
2995,63
2996,47
2997,63
