,0
533,10
534,9
535,10
536,9
537,10
538,9
539,10
540,9
541,10
542,9
543,10
544,9
545,10
546,9
547,10
548,9
549,10
550,9
551,10
552,9
553,10
554,9
555,10
556,9
557,10
558,9
559,10
560,9
561,11
562,9
563,11
564,9
565,11
566,9
567,12
568,9
569,12
570,9
571,12
572,9
573,12
574,9
575,12
576,9
577,12
578,9
579,12
580,9
581,12
582,9
583,12
584,9
585,12
586,9
587,12
588,9
589,12
590,9
591,12
592,9
593,12
594,9
595,12
596,9
597,12
598,9
599,12
600,9
601,12
602,9
603,12
604,9
605,12
606,9
607,12
608,9
609,12
610,9
611,12
612,9
613,12
614,9
615,12
616,10
617,12
618,10
619,12
620,10
621,12
622,10
623,12
624,10
625,12
626,10
627,12
628,10
629,12
630,10
631,12
632,10
633,12
634,10
635,12
636,10
637,12
638,10
639,12
640,10
641,12
642,10
643,13
644,10
645,13
646,10
647,13
648,11
649,13
650,11
651,13
652,11
653,13
654,11
655,13
656,11
657,13
658,11
659,13
660,11
661,13
662,11
663,13
664,11
665,13
666,11
667,13
668,11
669,13
670,11
671,13
672,11
673,13
674,11
675,13
676,11
677,13
678,11
679,13
680,11
681,13
682,11
683,13
684,11
685,13
686,11
687,13
688,11
689,13
690,11
691,13
692,11
693,13
694,11
695,13
696,11
697,13
698,11
699,13
700,11
701,13
702,11
703,13
704,11
705,13
706,11
707,13
708,11
709,13
710,11
711,13
712,11
713,13
714,11
715,13
716,11
717,13
718,11
719,13
720,11
721,13
722,11
723,13
724,11
725,13
726,11
727,13
728,11
729,13
730,11
731,13
732,11
733,13
734,11
735,13
736,11
737,13
738,11
739,13
740,11
741,13
742,11
743,13
744,11
745,13
746,11
747,13
748,11
749,13
750,11
751,13
752,11
753,13
754,11
755,13
756,11
757,13
758,11
759,13
760,11
761,13
762,11
763,13
764,11
765,14
766,11
767,14
768,11
769,14
770,12
771,14
772,12
773,14
774,12
775,14
776,13
777,14
778,13
779,14
780,13
781,14
782,13
783,14
784,13
785,14
786,14
787,14
788,14
789,14
790,14
791,14
792,14
793,14
794,14
795,14
796,14
797,14
798,14
799,14
800,14
801,14
802,15
803,14
804,15
805,14
806,15
807,14
808,15
809,14
810,15
811,14
812,15
813,14
814,15
815,14
816,15
817,14
818,15
819,14
820,16
821,14
822,16
823,14
824,16
825,14
826,16
827,14
828,16
829,14
830,16
831,14
832,16
833,14
834,16
835,14
836,16
837,15
838,16
839,15
840,16
841,15
842,16
843,15
844,16
845,15
846,16
847,15
848,16
849,15
850,16
851,15
852,16
853,15
854,16
855,15
856,16
857,15
858,16
859,15
860,16
861,15
862,16
863,15
864,17
865,15
866,17
867,15
868,17
869,15
870,17
871,15
872,17
873,15
874,17
875,15
876,17
877,15
878,17
879,15
880,17
881,15
882,17
883,15
884,17
885,15
886,17
887,15
888,17
889,15
890,17
891,16
892,17
893,16
894,17
895,16
896,17
897,16
898,17
899,16
900,17
901,16
902,17
903,16
904,17
905,16
906,17
907,16
908,17
909,16
910,17
911,16
912,17
913,16
914,17
915,16
916,17
917,16
918,17
919,16
920,17
921,16
922,17
923,16
924,17
925,16
926,17
927,16
928,17
929,16
930,17
931,16
932,17
933,16
934,17
935,16
936,17
937,16
938,17
939,16
940,17
941,16
942,17
943,16
944,17
945,17
946,17
947,17
948,17
949,17
950,17
951,17
952,17
953,17
954,17
955,17
956,17
957,17
958,17
959,17
960,17
961,17
962,17
963,17
964,17
965,17
966,17
967,17
968,17
969,17
970,17
971,18
972,18
973,18
974,18
975,18
976,18
977,18
978,18
979,18
980,18
981,18
982,18
983,18
984,18
985,18
986,18
987,18
988,18
989,18
990,18
991,18
992,18
993,18
994,18
995,18
996,18
997,18
998,18
999,18
1000,18
1001,18
1002,18
1003,18
1004,18
1005,18
1006,18
1007,18
1008,18
1009,18
1010,18
1011,18
1012,18
1013,18
1014,18
1015,18
1016,18
1017,19
1018,18
1019,19
1020,18
1021,19
1022,18
1023,19
1024,18
1025,19
1026,18
1027,19
1028,18
1029,19
1030,18
1031,19
1032,18
1033,19
1034,18
1035,19
1036,18
1037,19
1038,18
1039,19
1040,19
1041,19
1042,19
1043,19
1044,19
1045,19
1046,19
1047,19
1048,19
1049,19
1050,19
1051,19
1052,19
1053,20
1054,19
1055,20
1056,19
1057,20
1058,19
1059,20
1060,19
1061,20
1062,19
1063,20
1064,19
1065,20
1066,19
1067,20
1068,19
1069,20
1070,19
1071,20
1072,19
1073,20
1074,19
1075,20
1076,19
1077,20
1078,19
1079,20
1080,20
1081,20
1082,20
1083,20
1084,20
1085,20
1086,20
1087,20
1088,20
1089,20
1090,20
1091,20
1092,20
1093,20
1094,20
1095,20
1096,20
1097,20
1098,20
1099,20
1100,20
1101,20
1102,20
1103,20
1104,20
1105,20
1106,20
1107,20
1108,20
1109,20
1110,20
1111,20
1112,20
1113,21
1114,20
1115,21
1116,20
1117,21
1118,20
1119,21
1120,20
1121,21
1122,20
1123,21
1124,20
1125,21
1126,20
1127,21
1128,20
1129,21
1130,20
1131,21
1132,20
1133,21
1134,21
1135,21
1136,21
1137,21
1138,21
1139,21
1140,21
1141,21
1142,21
1143,21
1144,21
1145,21
1146,21
1147,21
1148,21
1149,21
1150,21
1151,21
1152,21
1153,21
1154,21
1155,21
1156,21
1157,21
1158,21
1159,21
1160,21
1161,22
1162,21
1163,22
1164,21
1165,22
1166,21
1167,22
1168,21
1169,22
1170,21
1171,22
1172,21
1173,22
1174,21
1175,22
1176,21
1177,22
1178,21
1179,22
1180,21
1181,22
1182,21
1183,22
1184,21
1185,22
1186,21
1187,22
1188,21
1189,22
1190,21
1191,22
1192,21
1193,22
1194,21
1195,22
1196,21
1197,22
1198,21
1199,22
1200,21
1201,23
1202,21
1203,23
1204,21
1205,23
1206,21
1207,23
1208,21
1209,23
1210,21
1211,23
1212,21
1213,23
1214,21
1215,24
1216,21
1217,24
1218,21
1219,24
1220,21
1221,24
1222,21
1223,24
1224,21
1225,24
1226,21
1227,24
1228,21
1229,24
1230,21
1231,24
1232,21
1233,24
1234,21
1235,24
1236,21
1237,24
1238,21
1239,24
1240,21
1241,24
1242,22
1243,24
1244,22
1245,24
1246,22
1247,24
1248,22
1249,24
1250,22
1251,24
1252,22
1253,24
1254,22
1255,24
1256,22
1257,24
1258,22
1259,24
1260,22
1261,24
1262,22
1263,24
1264,22
1265,24
1266,22
1267,24
1268,22
1269,24
1270,22
1271,24
1272,22
1273,24
1274,22
1275,24
1276,22
1277,24
1278,22
1279,24
1280,22
1281,24
1282,22
1283,24
1284,22
1285,25
1286,22
1287,25
1288,22
1289,25
1290,22
1291,25
1292,22
1293,25
1294,22
1295,25
1296,23
1297,25
1298,23
1299,25
1300,23
1301,25
1302,23
1303,25
1304,23
1305,25
1306,23
1307,25
1308,23
1309,25
1310,23
1311,25
1312,23
1313,25
1314,23
1315,25
1316,23
1317,25
1318,23
1319,25
1320,23
1321,25
1322,23
1323,26
1324,23
1325,26
1326,23
1327,26
1328,23
1329,26
1330,23
1331,26
1332,23
1333,26
1334,23
1335,26
1336,23
1337,26
1338,23
1339,26
1340,23
1341,26
1342,23
1343,26
1344,23
1345,26
1346,23
1347,26
1348,23
1349,26
1350,23
1351,26
1352,23
1353,26
1354,23
1355,26
1356,23
1357,26
1358,23
1359,26
1360,23
1361,26
1362,23
1363,26
1364,23
1365,26
1366,23
1367,26
1368,23
1369,26
1370,24
1371,26
1372,24
1373,26
1374,24
1375,26
1376,24
1377,26
1378,24
1379,26
1380,24
1381,26
1382,25
1383,26
1384,25
1385,26
1386,25
1387,26
1388,25
1389,26
1390,25
1391,26
1392,25
1393,26
1394,25
1395,26
1396,25
1397,26
1398,25
1399,26
1400,25
1401,26
1402,25
1403,26
1404,25
1405,26
1406,25
1407,26
1408,25
1409,26
1410,25
1411,26
1412,25
1413,26
1414,25
1415,26
1416,25
1417,26
1418,25
1419,26
1420,25
1421,26
1422,25
1423,26
1424,25
1425,26
1426,26
1427,26
1428,26
1429,26
1430,26
1431,27
1432,26
1433,27
1434,26
1435,27
1436,26
1437,27
1438,26
1439,27
1440,26
1441,27
1442,26
1443,27
1444,26
1445,27
1446,26
1447,27
1448,26
1449,27
1450,26
1451,27
1452,26
1453,27
1454,26
1455,27
1456,26
1457,27
1458,26
1459,27
1460,26
1461,27
1462,26
1463,27
1464,26
1465,27
1466,26
1467,27
1468,26
1469,27
1470,26
1471,27
1472,26
1473,27
1474,26
1475,27
1476,26
1477,27
1478,26
1479,27
1480,26
1481,27
1482,26
1483,27
1484,26
1485,27
1486,26
1487,27
1488,26
1489,27
1490,26
1491,27
1492,26
1493,27
1494,26
1495,27
1496,26
1497,27
1498,26
1499,27
1500,26
1501,27
1502,26
1503,27
1504,26
1505,28
1506,26
1507,28
1508,26
1509,28
1510,26
1511,28
1512,26
1513,28
1514,26
1515,28
1516,26
1517,28
1518,26
1519,28
1520,26
1521,28
1522,26
1523,28
1524,26
1525,28
1526,26
1527,29
1528,26
1529,29
1530,26
1531,29
1532,26
1533,29
1534,26
1535,29
1536,27
1537,29
1538,27
1539,30
1540,27
1541,30
1542,27
1543,30
1544,27
1545,30
1546,27
1547,30
1548,27
1549,30
1550,27
1551,30
1552,27
1553,30
1554,27
1555,30
1556,27
1557,30
1558,27
1559,30
1560,27
1561,30
1562,27
1563,30
1564,27
1565,30
1566,27
1567,30
1568,27
1569,30
1570,27
1571,30
1572,27
1573,30
1574,27
1575,30
1576,27
1577,30
1578,27
1579,30
1580,27
1581,30
1582,28
1583,30
1584,28
1585,30
1586,28
1587,30
1588,28
1589,30
1590,28
1591,30
1592,28
1593,31
1594,28
1595,31
1596,28
1597,31
1598,28
1599,31
1600,28
1601,31
1602,28
1603,31
1604,28
1605,31
1606,28
1607,31
1608,28
1609,31
1610,28
1611,31
1612,28
1613,31
1614,28
1615,31
1616,28
1617,31
1618,28
1619,31
1620,29
1621,31
1622,29
1623,31
1624,29
1625,31
1626,29
1627,31
1628,29
1629,31
1630,29
1631,31
1632,29
1633,31
1634,29
1635,31
1636,29
1637,31
1638,29
1639,31
1640,29
1641,31
1642,29
1643,31
1644,29
1645,31
1646,29
1647,31
1648,29
1649,31
1650,29
1651,31
1652,29
1653,31
1654,29
1655,31
1656,29
1657,31
1658,29
1659,31
1660,29
1661,31
1662,29
1663,31
1664,29
1665,31
1666,29
1667,31
1668,29
1669,31
1670,29
1671,32
1672,29
1673,32
1674,30
1675,32
1676,30
1677,32
1678,30
1679,32
1680,30
1681,32
1682,30
1683,32
1684,30
1685,32
1686,30
1687,32
1688,30
1689,32
1690,30
1691,32
1692,30
1693,32
1694,30
1695,32
1696,30
1697,32
1698,30
1699,32
1700,30
1701,32
1702,30
1703,32
1704,30
1705,32
1706,30
1707,32
1708,30
1709,32
1710,30
1711,32
1712,30
1713,32
1714,30
1715,32
1716,30
1717,32
1718,30
1719,32
1720,30
1721,32
1722,31
1723,32
1724,31
1725,32
1726,31
1727,32
1728,32
1729,32
1730,32
1731,32
1732,32
1733,32
1734,32
1735,32
1736,32
1737,32
1738,32
1739,32
1740,32
1741,32
1742,32
1743,32
1744,32
1745,32
1746,32
1747,32
1748,32
1749,32
1750,32
1751,32
1752,32
1753,32
1754,32
1755,32
1756,32
1757,32
1758,32
1759,32
1760,33
1761,32
1762,33
1763,32
1764,33
1765,32
1766,33
1767,32
1768,33
1769,32
1770,33
1771,32
1772,33
1773,32
1774,33
1775,32
1776,33
1777,32
1778,33
1779,32
1780,33
1781,32
1782,34
1783,32
1784,34
1785,32
1786,34
1787,32
1788,34
1789,32
1790,34
1791,32
1792,34
1793,32
1794,34
1795,32
1796,34
1797,32
1798,34
1799,32
1800,34
1801,32
1802,34
1803,32
1804,34
1805,32
1806,34
1807,32
1808,34
1809,33
1810,34
1811,33
1812,34
1813,33
1814,34
1815,33
1816,34
1817,33
1818,34
1819,33
1820,34
1821,33
1822,34
1823,33
1824,34
1825,33
1826,34
1827,33
1828,34
1829,33
1830,34
1831,33
1832,34
1833,33
1834,34
1835,33
1836,34
1837,33
1838,34
1839,33
1840,34
1841,33
1842,34
1843,33
1844,34
1845,33
1846,34
1847,33
1848,34
1849,33
1850,34
1851,33
1852,34
1853,33
1854,34
1855,33
1856,35
1857,33
1858,35
1859,33
1860,35
1861,33
1862,35
1863,33
1864,35
1865,33
1866,35
1867,33
1868,36
1869,33
1870,36
1871,33
1872,36
1873,33
1874,36
1875,33
1876,36
1877,33
1878,36
1879,33
1880,36
1881,33
1882,36
1883,33
1884,36
1885,33
1886,36
1887,33
1888,36
1889,33
1890,36
1891,33
1892,36
1893,33
1894,36
1895,33
1896,36
1897,33
1898,36
1899,33
1900,36
1901,33
1902,36
1903,33
1904,36
1905,33
1906,36
1907,33
1908,36
1909,33
1910,36
1911,33
1912,36
1913,33
1914,36
1915,33
1916,36
1917,33
1918,36
1919,33
1920,36
1921,33
1922,36
1923,33
1924,37
1925,33
1926,37
1927,33
1928,37
1929,33
1930,37
1931,33
1932,37
1933,33
1934,37
1935,33
1936,37
1937,33
1938,37
1939,33
1940,37
1941,33
1942,37
1943,33
1944,37
1945,33
1946,37
1947,33
1948,37
1949,33
1950,37
1951,33
1952,37
1953,33
1954,37
1955,33
1956,37
1957,33
1958,37
1959,34
1960,37
1961,34
1962,37
1963,34
1964,37
1965,34
1966,37
1967,34
1968,37
1969,34
1970,37
1971,34
1972,37
1973,34
1974,37
1975,34
1976,37
1977,34
1978,37
1979,34
1980,37
1981,35
1982,37
1983,36
1984,37
1985,36
1986,37
1987,36
1988,37
1989,36
1990,37
1991,36
1992,37
1993,36
1994,37
1995,36
1996,37
1997,36
1998,37
1999,37
2000,37
2001,37
2002,37
2003,37
2004,37
2005,37
2006,37
2007,37
2008,37
2009,37
2010,37
2011,37
2012,37
2013,37
2014,37
2015,37
2016,37
2017,37
2018,37
2019,37
2020,37
2021,37
2022,37
2023,37
2024,37
2025,37
2026,37
2027,37
2028,37
2029,37
2030,37
2031,38
2032,37
2033,38
2034,37
2035,38
2036,37
2037,38
2038,37
2039,38
2040,37
2041,38
2042,37
2043,38
2044,37
2045,38
2046,37
2047,38
2048,37
2049,38
2050,37
2051,38
2052,38
2053,38
2054,38
2055,38
2056,38
2057,38
2058,38
2059,38
2060,38
2061,38
2062,38
2063,38
2064,38
2065,38
2066,38
2067,38
2068,38
2069,38
2070,38
2071,38
2072,38
2073,38
2074,38
2075,38
2076,38
2077,38
2078,38
2079,39
2080,38
2081,39
2082,38
2083,39
2084,38
2085,39
2086,38
2087,39
2088,38
2089,39
2090,38
2091,39
2092,38
2093,39
2094,38
2095,39
2096,38
2097,39
2098,38
2099,39
2100,38
2101,39
2102,38
2103,39
2104,38
2105,39
2106,39
2107,39
2108,39
2109,39
2110,39
2111,39
2112,39
2113,39
2114,39
2115,39
2116,39
2117,39
2118,39
2119,39
2120,39
2121,39
2122,39
2123,39
2124,39
2125,39
2126,39
2127,39
2128,39
2129,39
2130,39
2131,39
2132,39
2133,39
2134,39
2135,39
2136,39
2137,39
2138,39
2139,39
2140,39
2141,39
2142,39
2143,39
2144,39
2145,39
2146,39
2147,40
2148,39
2149,40
2150,39
2151,40
2152,39
2153,40
2154,39
2155,40
2156,39
2157,40
2158,39
2159,40
2160,39
2161,40
2162,39
2163,40
2164,39
2165,40
2166,39
2167,40
2168,40
2169,40
2170,40
2171,40
2172,40
2173,40
2174,40
2175,40
2176,40
2177,40
2178,40
2179,40
2180,40
2181,40
2182,40
2183,40
2184,40
2185,40
2186,40
2187,41
2188,40
2189,41
2190,40
2191,41
2192,40
2193,41
2194,40
2195,41
2196,40
2197,41
2198,40
2199,41
2200,40
2201,41
2202,40
2203,41
2204,40
2205,41
2206,40
2207,41
2208,40
2209,41
2210,40
2211,41
2212,40
2213,41
2214,40
2215,41
2216,40
2217,41
2218,40
2219,41
2220,40
2221,41
2222,40
2223,41
2224,40
2225,41
2226,40
2227,41
2228,40
2229,41
2230,40
2231,41
2232,40
2233,41
2234,40
2235,41
2236,41
2237,41
2238,41
2239,41
2240,41
2241,41
2242,41
2243,41
2244,41
2245,41
2246,41
2247,41
2248,42
2249,41
2250,42
2251,41
2252,42
2253,41
2254,42
2255,41
2256,42
2257,41
2258,42
2259,41
2260,42
2261,41
2262,42
2263,41
2264,42
2265,41
2266,42
2267,41
2268,42
2269,41
2270,42
2271,42
2272,42
2273,42
2274,42
2275,42
2276,42
2277,42
2278,42
2279,42
2280,42
2281,42
2282,42
2283,42
2284,42
2285,42
2286,42
2287,42
2288,42
2289,42
2290,42
2291,42
2292,42
2293,42
2294,42
2295,43
2296,42
2297,43
2298,42
2299,43
2300,42
2301,43
2302,42
2303,43
2304,42
2305,43
2306,42
2307,43
2308,42
2309,43
2310,42
2311,43
2312,42
2313,43
2314,42
2315,43
2316,42
2317,43
2318,42
2319,43
2320,42
2321,43
2322,42
2323,43
2324,42
2325,43
2326,42
2327,43
2328,42
2329,43
2330,42
2331,43
2332,42
2333,43
2334,42
2335,43
2336,42
2337,43
2338,42
2339,43
2340,42
2341,43
2342,42
2343,44
2344,42
2345,44
2346,42
2347,44
2348,42
2349,45
2350,42
2351,45
2352,42
2353,45
2354,42
2355,45
2356,42
2357,45
2358,42
2359,45
2360,42
2361,45
2362,42
2363,45
2364,42
2365,45
2366,42
2367,45
2368,42
2369,45
2370,42
2371,45
2372,42
2373,45
2374,42
2375,45
2376,43
2377,45
2378,43
2379,45
2380,43
2381,45
2382,43
2383,45
2384,43
2385,45
2386,43
2387,45
2388,43
2389,45
2390,43
2391,45
2392,43
2393,45
2394,43
2395,45
2396,43
2397,45
2398,43
2399,45
2400,43
2401,45
2402,43
2403,45
2404,43
2405,45
2406,43
2407,45
2408,43
2409,45
2410,43
2411,45
2412,43
2413,45
2414,43
2415,45
2416,43
2417,45
2418,43
2419,45
2420,43
2421,45
2422,43
2423,45
2424,43
2425,45
2426,43
2427,45
2428,43
2429,45
2430,43
2431,45
2432,43
2433,45
2434,43
2435,45
2436,43
2437,45
2438,43
2439,45
2440,43
2441,45
2442,43
2443,45
2444,43
2445,45
2446,43
2447,45
2448,43
2449,45
2450,43
2451,45
2452,43
2453,46
2454,43
2455,46
2456,43
2457,47
2458,43
2459,47
2460,43
2461,47
2462,43
2463,47
2464,43
2465,47
2466,43
2467,47
2468,43
2469,47
2470,44
2471,47
2472,44
2473,47
2474,44
2475,47
2476,44
2477,47
2478,44
2479,47
2480,44
2481,47
2482,44
2483,47
2484,44
2485,47
2486,44
2487,47
2488,44
2489,47
2490,44
2491,48
2492,44
2493,48
2494,44
2495,48
2496,44
2497,48
2498,44
2499,48
2500,44
2501,48
2502,44
2503,48
2504,44
2505,48
2506,44
2507,48
2508,44
2509,48
2510,44
2511,49
2512,44
2513,49
2514,44
2515,49
2516,44
2517,49
2518,44
2519,49
2520,44
2521,49
2522,44
2523,49
2524,44
2525,49
2526,44
2527,49
2528,44
2529,49
2530,44
2531,49
2532,44
2533,49
2534,44
2535,49
2536,44
2537,49
2538,44
2539,49
2540,44
2541,49
2542,44
2543,49
2544,44
2545,49
2546,44
2547,49
2548,44
2549,49
2550,44
2551,49
2552,44
2553,49
2554,44
2555,49
2556,44
2557,49
2558,44
2559,49
2560,44
2561,49
2562,44
2563,49
2564,44
2565,49
2566,44
2567,49
2568,44
2569,49
2570,45
2571,49
2572,45
2573,49
2574,45
2575,49
2576,45
2577,49
2578,46
2579,49
2580,46
2581,49
2582,46
2583,49
2584,46
2585,49
2586,46
2587,49
2588,46
2589,49
2590,46
2591,49
2592,46
2593,50
2594,46
2595,50
2596,46
2597,50
2598,46
2599,50
2600,46
2601,50
2602,46
2603,50
2604,46
2605,50
2606,46
2607,50
2608,46
2609,50
2610,46
2611,50
2612,46
2613,50
2614,46
2615,50
2616,46
2617,50
2618,46
2619,50
2620,46
2621,50
2622,46
2623,50
2624,46
2625,50
2626,46
2627,50
2628,46
2629,50
2630,46
2631,50
2632,46
2633,50
2634,46
2635,50
2636,46
2637,50
2638,46
2639,50
2640,46
2641,50
2642,46
2643,50
2644,46
2645,50
2646,46
2647,50
2648,46
2649,50
2650,46
2651,50
2652,46
2653,50
2654,46
2655,50
2656,46
2657,50
2658,46
2659,50
2660,46
2661,50
2662,46
2663,50
2664,46
2665,50
2666,46
2667,51
2668,46
2669,51
2670,46
2671,51
2672,46
2673,51
2674,46
2675,51
2676,46
2677,51
2678,46
2679,51
2680,46
2681,51
2682,46
2683,51
2684,46
2685,51
2686,46
2687,51
2688,46
2689,51
2690,46
2691,51
2692,46
2693,51
2694,46
2695,51
2696,46
2697,51
2698,46
2699,51
2700,46
2701,51
2702,46
2703,52
2704,47
2705,52
2706,47
2707,52
2708,47
2709,52
2710,47
2711,52
2712,48
2713,52
2714,48
2715,52
2716,48
2717,52
2718,48
2719,52
2720,48
2721,52
2722,48
2723,52
2724,48
2725,52
2726,48
2727,53
2728,48
2729,53
2730,48
2731,53
2732,48
2733,53
2734,48
2735,53
2736,48
2737,53
2738,48
2739,53
2740,48
2741,53
2742,48
2743,53
2744,48
2745,53
2746,48
2747,53
2748,48
2749,53
2750,48
2751,53
2752,48
2753,53
2754,48
2755,53
2756,48
2757,53
2758,48
2759,53
2760,48
2761,54
2762,48
2763,54
2764,48
2765,54
2766,48
2767,54
2768,48
2769,54
2770,48
2771,54
2772,48
2773,54
2774,48
2775,54
2776,48
2777,54
2778,48
2779,54
2780,48
2781,55
2782,48
2783,55
2784,48
2785,55
2786,48
2787,55
2788,48
2789,55
2790,48
2791,55
2792,48
2793,55
2794,48
2795,55
2796,48
2797,55
2798,48
2799,55
2800,48
2801,55
2802,48
2803,55
2804,48
2805,55
2806,48
2807,55
2808,49
2809,55
2810,49
2811,55
2812,49
2813,55
2814,49
2815,55
2816,49
2817,55
2818,49
2819,55
2820,49
2821,55
2822,49
2823,55
2824,49
2825,55
2826,49
2827,55
2828,49
2829,55
2830,49
2831,55
2832,49
2833,55
2834,49
2835,56
2836,49
2837,56
2838,49
2839,56
2840,49
2841,56
2842,49
2843,56
2844,49
2845,56
2846,49
2847,56
2848,49
2849,56
2850,49
2851,56
2852,49
2853,56
2854,49
2855,56
2856,49
2857,56
2858,49
2859,56
2860,49
2861,56
2862,50
2863,56
2864,50
2865,56
2866,50
2867,56
2868,50
2869,56
2870,50
2871,56
2872,50
2873,56
2874,50
2875,56
2876,50
2877,56
2878,50
2879,56
2880,50
2881,56
2882,50
2883,56
2884,50
2885,56
2886,50
2887,56
2888,50
2889,57
2890,50
2891,57
2892,50
2893,57
2894,50
2895,57
2896,50
2897,57
2898,50
2899,57
2900,50
2901,57
2902,50
2903,57
2904,50
2905,57
2906,50
2907,57
2908,50
2909,57
2910,50
2911,57
2912,50
2913,57
2914,50
2915,57
2916,51
2917,57
2918,51
2919,57
2920,51
2921,57
2922,51
2923,57
2924,51
2925,57
2926,51
2927,57
2928,51
2929,57
2930,51
2931,57
2932,51
2933,57
2934,51
2935,57
2936,51
2937,57
2938,51
2939,57
2940,51
2941,57
2942,51
2943,58
2944,51
2945,58
2946,51
2947,58
2948,51
2949,58
2950,51
2951,58
2952,51
2953,58
2954,51
2955,58
2956,51
2957,58
2958,51
2959,58
2960,51
2961,58
2962,51
2963,58
2964,51
2965,58
2966,51
2967,58
2968,51
2969,58
2970,51
2971,58
2972,51
2973,58
2974,51
2975,58
2976,52
2977,58
2978,52
2979,58
2980,52
2981,58
2982,52
2983,58
2984,52
2985,58
2986,52
2987,58
2988,52
2989,58
2990,52
2991,58
2992,52
2993,58
2994,52
2995,58
2996,52
2997,58
